"id","title","poster_url","year","duration","age_rating","star_rating","num_ratings","description"
"6365","Aloha","https://m.media-amazon.com/images/M/MV5BMTg4Mjc0NTE1NV5BMl5BanBnXkFtZTgwNzcwNTQ3NTE@._V1_QL75_UX280_CR0,11,280,414_.jpg","2015","1h 45m","PG-13","5.4","76K","A celebrated military contractor returns to the site of his greatest career triumphs and reconnects with a long-ago love while unexpectedly falling for the hard-charging Air Force watchdog assigned to him."
"6366","The Circle","https://m.media-amazon.com/images/M/MV5BMjY2OTM2Njc3Ml5BMl5BanBnXkFtZTgwNDgzODU3MTI@._V1_QL75_UX280_CR0,0,280,414_.jpg","2017","1h 50m","PG-13","5.4","103K","A woman lands a dream job at a powerful tech company called the Circle, only to uncover an agenda that will affect the lives of all of humanity."
"6367","Vampire Academy","https://m.media-amazon.com/images/M/MV5BODNkYTk5Y2UtMzYwNi00MWI2LWEwZTUtYjg2NzZjMWQzZmE3XkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2014","1h 44m","PG-13","5.4","58K","Rose Hathaway is a Dhampir, half human-half vampire, a guardian of the Moroi, peaceful, mortal vampires living discreetly within our world. Her calling is to protect the Moroi from bloodthirsty, immortal Vampires, the Strigoi."
"6368","Hop","https://m.media-amazon.com/images/M/MV5BMTY4MDcxNTkzNV5BMl5BanBnXkFtZTcwMTg2MDY2NA@@._V1_QL75_UX280_CR0,0,280,414_.jpg","2011","1h 35m","PG","5.4","39K","E.B., the Easter Bunny's teenage son, heads to Hollywood, determined to become a drummer in a rock 'n' roll band. In LA, he's taken in by Fred after the out-of-work slacker hits E.B. with his car."
"6369","Season of the Witch","https://m.media-amazon.com/images/M/MV5BMzc3MjYxNzg2N15BMl5BanBnXkFtZTcwNzQyMTkwNA@@._V1_QL75_UX280_CR0,0,280,414_.jpg","2011","1h 35m","PG-13","5.4","100K","14th-century knights transport a suspected witch to a monastery, where monks deduce that her powers could be the source of the Black Plague."
"6370","Drive Angry","https://m.media-amazon.com/images/M/MV5BMjIwNTM4Njg2NF5BMl5BanBnXkFtZTcwNDQwMTAwNA@@._V1_QL75_UX280_CR0,0,280,414_.jpg","2011","1h 44m","R","5.4","105K","A vengeful father escapes from hell and chases after the men who killed his daughter and kidnapped his granddaughter."
"6371","The Boss","https://m.media-amazon.com/images/M/MV5BMjQzNTUwNDU0OV5BMl5BanBnXkFtZTgwNzU5NTAwODE@._V1_QL75_UX280_CR0,14,280,414_.jpg","2016","1h 39m","R","5.4","50K","A titan of industry is sent to prison after she's caught insider trading. When she emerges ready to rebrand herself as America's latest sweetheart, not everyone she screwed over is so quick to forgive and forget."
"6372","Maid in Manhattan","https://m.media-amazon.com/images/M/MV5BZWZmNGI2Y2QtMjBmNi00ZDNhLWE2ZWMtMTAwYzdkNjMwY2NkXkEyXkFqcGc@._V1_QL75_UX280_CR0,3,280,414_.jpg","2002","1h 45m","PG-13","5.4","99K","A Senatorial candidate falls for a hotel maid, thinking she is a socialite, when he sees her trying on a wealthy woman's dress."
"6373","Æon Flux","https://m.media-amazon.com/images/M/MV5BMTc2Mzg0NjA2N15BMl5BanBnXkFtZTcwOTc5NjQzMw@@._V1_QL75_UX280_CR0,0,280,414_.jpg","2005","1h 33m","PG-13","5.4","135K","Æon Flux is a mysterious assassin working for the Monicans, a group of rebels trying to overthrow the government. When she is sent on a mission to kill the Chairman, a whole new mystery is found."
"6374","Serena","https://m.media-amazon.com/images/M/MV5BMTExMDY2OTYxMTNeQTJeQWpwZ15BbWU4MDc2NDE5MTQx._V1_QL75_UX280_CR0,9,280,414_.jpg","2014","1h 49m","R","5.4","31K","In Depression-era North Carolina, the future of George Pemberton's timber empire becomes complicated when he marries Serena."
"6375","The Out-Laws","https://m.media-amazon.com/images/M/MV5BMDZmMTczYTgtYzA5MS00ODI5LTk0OWYtYzlkN2ZlYTJjNzBhXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2023","1h 35m","R","5.4","39K","A straight-laced bank manager about to marry the love of his life. When his bank is held up by infamous Ghost Bandits during his wedding week, he believes his future in-laws who just arrived in town, are the infamous Out-Laws."
"6376","Poison Ivy","https://m.media-amazon.com/images/M/MV5BNzNlNjQ4MTUtNTJmYi00MzU5LTlkNmQtZTIwMDZkNzlmMTgzXkEyXkFqcGc@._V1_QL75_UX280_CR0,13,280,414_.jpg","1992","1h 33m","R","5.4","21K","A seductive teen befriends an introverted high school student and schemes her way into the lives of her wealthy family."
"6377","Rocky V","https://m.media-amazon.com/images/M/MV5BMTM2Mzc4MTYxM15BMl5BanBnXkFtZTcwODY5NTk1NA@@._V1_QL75_UX280_CR0,3,280,414_.jpg","1990","1h 44m","PG-13","5.4","155K","Reluctantly retired from fighting, Rocky takes charge of Mickey's gym and agrees to train a young protégé who's hungry for success."
"6378","Doctor Dolittle","https://m.media-amazon.com/images/M/MV5BMTI2NThkYjYtMWZjNi00ZGEwLTgyNjEtOTlhZTA3MmEzYzVhXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","1998","1h 25m","PG-13","5.4","105K","A doctor discovers that he can communicate with animals."
"6379","No One Gets Out Alive","https://m.media-amazon.com/images/M/MV5BZmRiYWUyNGUtN2U5ZC00NTZiLTlmNjItZjVmZDY4MzhhMjEwXkEyXkFqcGc@._V1_QL75_UY414_CR3,0,280,414_.jpg","2021","1h 27m","R","5.4","23K","After being forced to take a room in a boardinghouse, an immigrant in search of the American Dream finds herself in a nightmare she can't escape."
"6380","What Men Want","https://m.media-amazon.com/images/M/MV5BMTYxNjE2NjIwOF5BMl5BanBnXkFtZTgwMjE0MzkxNzM@._V1_QL75_UX280_CR0,0,280,414_.jpg","2019","1h 57m","R","5.4","33K","A woman is boxed out by the male sports agents in her profession, but gains an unexpected edge over them when she develops the ability to hear men's thoughts."
"6381","The Tuxedo","https://m.media-amazon.com/images/M/MV5BMjEyNTI0NjM5M15BMl5BanBnXkFtZTYwMjQ0NTE3._V1_QL75_UX280_CR0,0,280,414_.jpg","2002","1h 38m","PG-13","5.4","91K","A hapless chauffeur must take a comatose Secret Agent's place using his special gadget-laden tuxedo."
"6382","Sleepwalkers","https://m.media-amazon.com/images/M/MV5BMjIwZWE3YWItMjU2MC00NDFhLWI5MDktYTNjMTYyODdmZjYxXkEyXkFqcGc@._V1_QL75_UX280_CR0,1,280,414_.jpg","1992","1h 31m","R","5.4","26K","A mother-and-son team of strange supernatural creatures move to a small town to seek out a young virgin to feed on."
"6383","The Forever Purge","https://m.media-amazon.com/images/M/MV5BZWVmYmE5ZWQtY2E3NC00Mzk1LWEzMzYtNjkyM2E0MGY0MjcxXkEyXkFqcGc@._V1_QL75_UX280_CR0,14,280,414_.jpg","2021","1h 43m","R","5.4","46K","All the rules are broken as a sect of lawless marauders decides that the annual Purge does not stop at daybreak and instead should never end."
"6384","Home on the Range","https://m.media-amazon.com/images/M/MV5BMzQyMDY4MjQ0Nl5BMl5BanBnXkFtZTYwODk4ODM3._V1_QL75_UX280_CR0,1,280,414_.jpg","2004","1h 16m","PG","5.4","28K","To save their farm, the resident animals go bounty hunting for a notorious outlaw."
"6385","The Last Legion","https://m.media-amazon.com/images/M/MV5BZjU1OTVkMTItOTQxZC00ZmUxLTg5NWYtYzY2YjljOGYyZDBiXkEyXkFqcGc@._V1_QL75_UY414_CR5,0,280,414_.jpg","2007","1h 41m","PG-13","5.4","38K","As the Roman empire crumbles, young Romulus Augustus flees the city and embarks on a perilous voyage to Britain to track down a legion of supporters."
"6386","How Do You Know","https://m.media-amazon.com/images/M/MV5BOTQyMzU4OTk1N15BMl5BanBnXkFtZTcwNTE5MTUxNA@@._V1_QL75_UX280_CR0,1,280,414_.jpg","2010","2h 1m","PG-13","5.4","56K","After being cut from the U.S.A. softball team and feeling a bit past her prime, Lisa finds herself evaluating her life and in the middle of a love triangle, as a corporate guy in crisis competes with her current, baseball-playing beau."
"6387","My Stepmother Is an Alien","https://m.media-amazon.com/images/M/MV5BMmNmOWQ2NmUtOTcyZi00MGI5LWI5NDEtYzRkZWMxNWQ5Mjk5XkEyXkFqcGc@._V1_QL75_UX280_CR0,1,280,414_.jpg","1988","1h 45m","PG-13","5.4","28K","A creature from another planet tries to seduce a shy Earth physicist to gain control over his researches. The result of this important mission much exceeded her expectations."
"6388","Turistas","https://m.media-amazon.com/images/M/MV5BMTAwNjAwOTAyMDdeQTJeQWpwZ15BbWU2MDIyMTU1Nw@@._V1_QL75_UX280_CR0,1,280,414_.jpg","2006","1h 33m","R","5.4","42K","A group of young backpackers' vacation turns sour when a bus accident leaves them marooned in a remote Brazilian rural area that holds an ominous secret."
"6389","Balls of Fury","https://m.media-amazon.com/images/M/MV5BMjA3MDQ1Mzc4N15BMl5BanBnXkFtZTcwODI0NTc0MQ@@._V1_QL75_UX280_CR0,0,280,414_.jpg","2007","1h 30m","PG-13","5.4","46K","Down-and-out former professional ping-pong phenom, Randy Daytona, is sucked into a maelstrom when FBI Agent Ernie Rodriguez recruits him for a secret mission. Randy is determined to bounce back and win, and to smoke out his father's killer -- arch-fiend Feng."
"6390","Outside the Wire","https://m.media-amazon.com/images/M/MV5BZTM2ZTFjMTctNmJjNS00OTkwLWIxOWEtY2NjMDI3NTJmNmMxXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2021","1h 54m","R","5.4","47K","In the near future, a drone pilot sent into a war zone finds himself paired with a top-secret android officer on a mission to stop a nuclear attack."
"6391","Hidden Strike","https://m.media-amazon.com/images/M/MV5BOTk0NDZjNzAtZmZlYy00OWMwLTg2MTUtMjM3MTVjYjBlYzMzXkEyXkFqcGc@._V1_QL75_UY414_CR4,0,280,414_.jpg","2023","1h 42m","TV-14","5.4","21K","Two ex-special forces soldiers must escort a group of civilians along Baghdad's ""Highway of Death"" to the safety of the Green Zone."
"6392","Police Academy 3: Back in Training","https://m.media-amazon.com/images/M/MV5BZDUyOTAwZDgtOTIwZC00NGVhLTg1ZGYtYmVhYTNjMjIyYmE4XkEyXkFqcGc@._V1_QL75_UX280_CR0,1,280,414_.jpg","1986","1h 23m","PG","5.4","50K","After it's announced that one of the two police academies in the state will be closed down, the alumni of Commandant Lassard's Police Academy (1984) return to the school to train new recruits and compete against the other academy."
"6393","Bliss","https://m.media-amazon.com/images/M/MV5BMmRiZjc3NzctNDUyMi00NTc0LTgwNzktNTU1ZmJlZDEyNWFiXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2021","1h 43m","R","5.4","21K","A mind-bending love story following Greg who, after recently being divorced and then fired, meets the mysterious Isabel, a woman living on the streets and convinced that the polluted, broken world around them is a computer simulation."
"6394","The Ring Two","https://m.media-amazon.com/images/M/MV5BMTY2ODc2NTQ2OF5BMl5BanBnXkFtZTYwNzA4OTU3._V1_QL75_UX280_CR0,0,280,414_.jpg","2005","1h 50m","PG-13","5.4","103K","6 months after the incidents involving the lethal videotape, new clues prove that there is a new evil lurking in the darkness."
"6395","I Spy","https://m.media-amazon.com/images/M/MV5BMjU5MThiYzQtYzMzMS00YWQyLWE3MDUtM2NmNWFiZmU5NDgxXkEyXkFqcGc@._V1_QL75_UX280_CR0,1,280,414_.jpg","2002","1h 37m","PG-13","5.4","54K","A professional athlete has to help a U.S. government agent recover a missing jet."
"6396","The Eye","https://m.media-amazon.com/images/M/MV5BNzYxZDMxMzktOGMzMS00NjU0LThkYzAtMDI4MzVkZTM1YjgxXkEyXkFqcGc@._V1_QL75_UY414_CR5,0,280,414_.jpg","2008","1h 38m","PG-13","5.4","58K","Violinist Sydney Wells was accidentally blinded by her sister Helen when she was five years old. She submits to a cornea transplantation, and while recovering from the operation, she realizes that she is seeing dead people."
"6397","Barely Lethal","https://m.media-amazon.com/images/M/MV5BMjM4MzYyMjI1MV5BMl5BanBnXkFtZTgwMjE0Mzg2NTE@._V1_QL75_UY414_CR0,0,280,414_.jpg","2015","1h 36m","PG-13","5.4","24K","A teenage special ops agent coveting a ""normal"" adolescence fakes her own death and enrolls in a suburban high school. She quickly learns that surviving the treacherous waters of high school is more challenging than international espionage."
"6398","Phantoms","https://m.media-amazon.com/images/M/MV5BYzA0NjY2OTEtMGNiZS00NDFiLWI2M2UtY2ExMzNmNTAzYzU4XkEyXkFqcGc@._V1_QL75_UX280_CR0,2,280,414_.jpg","1998","1h 36m","R","5.4","23K","In the peaceful town of Snowfield, Colorado something evil has wiped out the community. And now, its up to a group of people to stop it, or at least get out of Snowfield alive."
"6399","The Man with the Iron Fists","https://m.media-amazon.com/images/M/MV5BMTg5ODI3ODkzOV5BMl5BanBnXkFtZTcwMTQxNjUwOA@@._V1_QL75_UX280_CR0,14,280,414_.jpg","2012","1h 35m","R","5.4","65K","On the hunt for a fabled treasure of gold, a band of warriors, assassins, and a rogue British soldier descend upon a village in feudal China, where a humble blacksmith looks to defend himself and his fellow villagers."
"6400","Random Hearts","https://m.media-amazon.com/images/M/MV5BY2Y1MzZmMDgtNzI5NS00ZWNjLTk2NDItNDRlZDkyZjY2ZjZlXkEyXkFqcGc@._V1_QL75_UX280_CR0,2,280,414_.jpg","1999","2h 13m","R","5.4","25K","Police Sergeant Dutch Van Den Broek and U.S. Representative Kay Chandler lose their spouses in a plane crash, and they soon discover that their spouses were having an affair with each other."
"6401","Pathfinder","https://m.media-amazon.com/images/M/MV5BMTk5MDY0NTA1OV5BMl5BanBnXkFtZTcwNjE0MDM0MQ@@._V1_QL75_UX280_CR0,0,280,414_.jpg","2007","1h 39m","R","5.4","47K","A Viking boy is left behind after his clan battles a Native American tribe. Raised within the tribe, he ultimately becomes their savior in a fight against the Norsemen."
"6402","Aliens in the Attic","https://m.media-amazon.com/images/M/MV5BMTk3NTMzNTIxNV5BMl5BanBnXkFtZTcwOTI4ODU1Mg@@._V1_QL75_UX280_CR0,0,280,414_.jpg","2009","1h 26m","PG","5.4","25K","A group of kids must protect their vacation home from invading aliens."
"6403","Stone","https://m.media-amazon.com/images/M/MV5BMTgxOTk4MDIyOF5BMl5BanBnXkFtZTcwMzI3Nzc3Mw@@._V1_QL75_UX280_CR0,0,280,414_.jpg","2010","1h 45m","R","5.4","44K","A convicted arsonist looks to manipulate a parole officer into a plan to secure his parole by placing his beautiful wife in the lawman's path."
"6404","Mars Needs Moms","https://m.media-amazon.com/images/M/MV5BOTA0MTQ2Mzc3N15BMl5BanBnXkFtZTcwNzA4ODAwNA@@._V1_QL75_UX280_CR0,0,280,414_.jpg","2011","1h 28m","PG","5.4","25K","A young boy named Milo gains a deeper appreciation for his mom after Martians come to Earth to take her away."
"6405","Unfinished Business","https://m.media-amazon.com/images/M/MV5BOWVkMDVlNmUtNmUwNC00OTJiLTgxMTUtNmNjYTUyODFhZTQyXkEyXkFqcGc@._V1_QL75_UY414_CR1,0,280,414_.jpg","2015","1h 31m","R","5.4","36K","A hard-working small business owner and his two associates travel to Europe to close the most important deal of their lives. But what began as a routine business trip goes off the rails in every way imaginable, and unimaginable."
"6406","Stomp the Yard","https://m.media-amazon.com/images/M/MV5BMTU5NDA4NDE2Ml5BMl5BanBnXkFtZTcwNDMxMDIzMw@@._V1_QL75_UY414_CR2,0,280,414_.jpg","2007","1h 55m","PG-13","5.4","27K","When his brother is murdered, a street dancer moves to Georgia to work his way through college. He joins a fraternity's step dancing team for a competition. Will he also get an education and the girl?"
"6407","Terminal","https://m.media-amazon.com/images/M/MV5BOTliYzYyYTAtNzBjMy00MGE2LThmOWMtZWM1ZmI0MDE1ZjM3XkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2018","1h 35m","Not Rated","5.4","26K","A film noir taking place in a train terminal at night. Add two male assassins, a female assassin, a waitress, a teacher, a janitor, and a crime boss. Add revenge. Who says mystery is a lost art?"
"6408","Killing Season","https://m.media-amazon.com/images/M/MV5BOTQ2MzA3MTk3MV5BMl5BanBnXkFtZTcwMDM5ODk2OQ@@._V1_QL75_UY414_CR1,0,280,414_.jpg","2013","1h 31m","R","5.4","40K","Two veterans of the Bosnian War, one American, one Serbian, find their unlikely friendship tested when one of them reveals their true intentions."
"6409","The Rhythm Section","https://m.media-amazon.com/images/M/MV5BNmMxMjliODctY2M1Ni00NmFjLThiN2EtOTFhYjVmNmZiMTQxXkEyXkFqcGc@._V1_QL75_UY414_CR1,0,280,414_.jpg","2020","1h 49m","R","5.4","20K","A woman seeks revenge against those who orchestrated a plane crash that killed her family."
"6410","Battle for the Planet of the Apes","https://m.media-amazon.com/images/M/MV5BMTZiODVlNjQtYjVmNS00MjIyLThhMTctMzQzMWE2YTY0YjNjXkEyXkFqcGc@._V1_QL75_UX280_CR0,3,280,414_.jpg","1973","1h 33m","G","5.4","37K","Ten years after a worldwide series of ape revolutions and a brutal nuclear war among humans, Caesar must protect survivors of both species from an insidious human cult and a militant ape faction alike."
"6411","Big Game","https://m.media-amazon.com/images/M/MV5BMjQxNTc1ODA1Ml5BMl5BanBnXkFtZTgwMTQ1NDM3NDE@._V1_QL75_UX280_CR0,0,280,414_.jpg","2014","1h 50m","PG-13","5.4","36K","A young teenager camping in the woods helps rescue the President of the United States when Air Force One is shot down near his campsite."
"6412","The Monster","https://m.media-amazon.com/images/M/MV5BOTI2MjY3MDkzOV5BMl5BanBnXkFtZTgwODQ4NTQ0MDI@._V1_QL75_UY414_CR6,0,280,414_.jpg","2016","1h 31m","R","5.4","20K","A mother and daughter must confront a terrifying monster when they break down on a deserted road."
"6413","Down to Earth","https://m.media-amazon.com/images/M/MV5BMGRjNjNlYTAtOTg5NS00Mzk4LWI4OWEtNGExNWUyMjk0NzIzXkEyXkFqcGc@._V1_QL75_UX280_CR0,1,280,414_.jpg","2001","1h 27m","PG-13","5.4","25K","After dying before his time, an aspiring black comic gets a second shot at life - by being placed in the body of a wealthy white businessman."
"6414","Naked","https://m.media-amazon.com/images/M/MV5BMDA0M2Y0YjEtMTUwYi00YmYyLWFhNDEtYWY4NTdlNjVlYTIyXkEyXkFqcGc@._V1_QL75_UY414_CR16,0,280,414_.jpg","2017","1h 36m","TV-14","5.4","22K","Nervous about finally getting married, a guy is forced to relive the same nerve-wracking hours over and over again until he gets things right on his wedding day."
"6415","Jessabelle","https://m.media-amazon.com/images/M/MV5BMTQ2NTM1MjYzOV5BMl5BanBnXkFtZTgwNjQwMjA1MjE@._V1_QL75_UX280_CR0,1,280,414_.jpg","2014","1h 30m","PG-13","5.4","27K","Returning to her childhood home in Louisiana to recuperate from a horrific car accident, Jessabelle comes face to face with a long-tormented spirit that has been seeking her return -- and has no intention of letting her escape."
"6416","Dhoom 3","https://m.media-amazon.com/images/M/MV5BMDIxODBmZjYtYWM3Ny00N2U1LWI3M2ItMzZkNmQ4NWYyNDFlXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2013","2h 52m","Not Rated","5.4","51K","Jai and Ali return to catch the clown thief, Sahir, who has targeted various branches of the Western Bank of Chicago."
"6417","The Astronaut's Wife","https://m.media-amazon.com/images/M/MV5BYTIxNjViMDgtMjM5Yy00ZDY1LWE3YzUtYWFiMDNlNWFjMDNkXkEyXkFqcGc@._V1_QL75_UX280_CR0,3,280,414_.jpg","1999","1h 49m","R","5.4","58K","An astronaut acts strangely after a space mission."
"6418","The Glimmer Man","https://m.media-amazon.com/images/M/MV5BYTZkODA2ZjAtNDc5YS00N2ExLWEwYjEtNjRiYWM5MTA5N2UyXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","1996","1h 31m","R","5.4","22K","Two cops are forced to work together to solve a chain of mysterious killings by a killer nicknamed ""The Family Man""."
